"STYLE#    ","COLOR                                             ","GROUP ALIKE","OOO       ","OO        ","0         ","2         ","4         ","6         ","8         ","10        ","12        ","14        ","16        ","18        ","20        ","22        ","24        ","26        ","28        ","30        ","32        ","LIST PRICE","ORIG LIST PRICE","SEASON","CURR SEASON"
"344       ","FUCHSIA                                           ","ST         ","0         ","0         ","1         ","0         ","1         ","0         ","1         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","149.99    ","149.99         ","S25   ","S25        "
"344       ","NAVY                                              ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","149.99    ","149.99         ","S25   ","S25        "
"346       ","BLACK                                             ","ME         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","1         ","1         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","104.99    ","104.99         ","S25   ","S25        "
"346       ","NAVY                                              ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","104.99    ","104.99         ","S25   ","S25        "
"346       ","ELECTRIC BLUE                                     ","ME         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","104.99    ","104.99         ","S25   ","S25        "
"346       ","PINE                                              ","ME         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","104.99    ","104.99         ","S25   ","S25        "
"348       ","BLACK                                             ","AL         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","142.99    ","142.99         ","S25   ","S25        "
"348       ","NAVY                                              ","AL         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","142.99    ","142.99         ","S25   ","S25        "
"350       ","DARK LAVENDER/MULTI                               ","BG         ","0         ","1         ","1         ","2         ","2         ","0         ","1         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","244.99    ","244.99         ","S25   ","S25        "
"350       ","NAVY MULTI                                        ","BG         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","244.99    ","244.99         ","S25   ","S25        "
"354       ","BLACK                                             ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","54.98     ","54.98          ","S25   ","S25        "
"354       ","ROYAL                                             ","AL         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","0         ","2         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","54.98     ","54.98          ","S25   ","S25        "
"354       ","BURGUNDY                                          ","AL         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","2         ","1         ","1         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","54.98     ","54.98          ","S25   ","S25        "
"354       ","PINE                                              ","AL         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","54.98     ","54.98          ","S25   ","S25        "
"356       ","BLACK                                             ","AL         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","1         ","0         ","1         ","1         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","144.99    ","144.99         ","S25   ","S25        "
"356       ","RED                                               ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","144.99    ","144.99         ","S25   ","S25        "
"356       ","ROYAL                                             ","AL         ","0         ","0         ","0         ","1         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","144.99    ","144.99         ","S25   ","S25        "
"356       ","LAVENDER                                          ","AL         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","1         ","2         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","144.99    ","144.99         ","S25   ","S25        "
"358       ","BLACK                                             ","ST         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"358       ","ROYAL                                             ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"358       ","NAVY                                              ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"358       ","BURGUNDY                                          ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"358       ","SAGE GREEN                                        ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","3         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"358       ","STORM CLOUD                                       ","ST         ","0         ","0         ","0         ","0         ","1         ","2         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","S25   ","S25        "
"361       ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","84.99     ","84.99          ","S25   ","S25        "
"361       ","FUCHSIA                                           ","ST         ","0         ","0         ","0         ","2         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","84.99     ","84.99          ","S25   ","S25        "
"361       ","STORM CLOUD                                       ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","84.99     ","84.99          ","S25   ","S25        "
"362       ","NAVY                                              ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.98     ","99.98          ","S25   ","S25        "
"362       ","PINE                                              ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.98     ","99.98          ","S25   ","S25        "
"368       ","BLACK                                             ","AL         ","0         ","0         ","5         ","5         ","5         ","3         ","6         ","5         ","3         ","3         ","2         ","1         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S25   ","S25        "
"369       ","LIGHT SAGE                                        ","ME         ","0         ","5         ","4         ","8         ","8         ","4         ","1         ","2         ","0         ","1         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","104.99    ","104.99         ","S25   ","S25        "
"372       ","GLACIER BLUE                                      ","ME         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"372       ","BLUSH                                             ","ME         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"373       ","LIGHT PERIWINKLE                                  ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","124.00    ","124.00         ","S26   ","S26        "
"373       ","PINK                                              ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","124.00    ","124.00         ","S26   ","S26        "
"374       ","BLUE-WHITE                                        ","AL         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","199.99    ","199.99         ","S26   ","S26        "
"376       ","BLACK                                             ","ST         ","0         ","1         ","1         ","1         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"376       ","ROYAL                                             ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"376       ","CHOCOLATE                                         ","ST         ","0         ","1         ","0         ","1         ","1         ","1         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"376       ","BLUE IRIS                                         ","ST         ","0         ","2         ","0         ","2         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"379       ","MIDNIGHT                                          ","ST         ","0         ","1         ","0         ","0         ","0         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","129.99    ","129.99         ","S26   ","S26        "
"381       ","RED                                               ","ST         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"382       ","RED                                               ","ME         ","0         ","2         ","3         ","2         ","0         ","2         ","1         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"382       ","DARK FRENCH BLUE                                  ","ME         ","0         ","0         ","3         ","0         ","2         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"382       ","BUTTERCUP                                         ","ME         ","0         ","1         ","2         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.99    ","119.99         ","S26   ","S26        "
"387       ","RED                                               ","AL         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"391       ","PINK                                              ","AL         ","1         ","1         ","2         ","1         ","2         ","2         ","1         ","3         ","2         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","183.99    ","183.99         ","S26   ","S26        "
"391       ","BLUE-WHITE                                        ","AL         ","1         ","1         ","1         ","2         ","1         ","2         ","1         ","0         ","0         ","2         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","183.99    ","183.99         ","S26   ","S26        "
"396       ","PINK                                              ","AL         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","189.99    ","189.99         ","S26   ","S26        "
"397       ","FRENCH BLUE                                       ","ST         ","0         ","1         ","1         ","0         ","1         ","0         ","0         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"397       ","WATERMELON                                        ","ST         ","0         ","1         ","1         ","1         ","0         ","1         ","1         ","0         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"402       ","MIDNIGHT                                          ","ME         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","139.99    ","139.99         ","S26   ","S26        "
"402       ","ROSE GOLD                                         ","ME         ","0         ","1         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","139.99    ","139.99         ","S26   ","S26        "
"402       ","CELADON                                           ","ME         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","139.99    ","139.99         ","S26   ","S26        "
"404       ","MIDNIGHT                                          ","ME         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"405       ","SAGE GREEN                                        ","AL         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","169.99    ","169.99         ","S26   ","S26        "
"406       ","RED                                               ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"406       ","MIDNIGHT                                          ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"406       ","ROSEMARY                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"410       ","PLUM                                              ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"410       ","BARBIE PINK                                       ","ST         ","0         ","0         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"411       ","YELLOW                                            ","AL         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","169.99    ","169.99         ","S26   ","S26        "
"416       ","BUTTERCUP                                         ","ST         ","0         ","1         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"416       ","MEDITERRANEAN BLUE                                ","ST         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"423       ","MIDNIGHT                                          ","ME         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"424       ","BURGUNDY                                          ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"424       ","MIDNIGHT                                          ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"424       ","CHOCOLATE                                         ","AL         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","S26   ","S26        "
"425       ","GOLD                                              ","ST         ","0         ","0         ","0         ","3         ","1         ","1         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","135.99    ","135.99         ","S26   ","S26        "
"426       ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","S26   ","S26        "
"700       ","BLACK                                             ","JK         ","0         ","0         ","0         ","1         ","0         ","3         ","0         ","3         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"700       ","WHITE                                             ","JK         ","0         ","0         ","0         ","1         ","0         ","1         ","2         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"700       ","LIGHT BLUE                                        ","JK         ","0         ","0         ","0         ","0         ","4         ","1         ","1         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"700       ","ELECTRIC FUCHSIA                                  ","JK         ","0         ","0         ","0         ","0         ","1         ","1         ","2         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"700       ","LIGHT ORCHID                                      ","JK         ","0         ","0         ","0         ","0         ","3         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"700       ","ROSEWATER                                         ","JK         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","249.00    ","249.00         ","F23   ","F23        "
"803       ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","53.99     ","53.99          ","F24   ","F24        "
"803       ","BLUE CORAL                                        ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","53.99     ","53.99          ","F24   ","F24        "
"808       ","CLARET                                            ","ST         ","3         ","3         ","4         ","2         ","1         ","0         ","0         ","1         ","3         ","2         ","2         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.99     ","69.99          ","F24   ","F24        "
"809       ","RASPBERRY                                         ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.99     ","49.99          ","F24   ","F24        "
"812       ","ELECTRIC FUCHSIA                                  ","AL         ","3         ","3         ","1         ","1         ","3         ","1         ","0         ","4         ","4         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","39.99     ","39.99          ","F24   ","F24        "
"814       ","LAGOON BLUE                                       ","ST         ","3         ","4         ","3         ","2         ","4         ","4         ","3         ","4         ","2         ","3         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","47.99     ","47.99          ","F24   ","F24        "
"815       ","EMERALD                                           ","AL         ","0         ","3         ","1         ","1         ","1         ","3         ","2         ","0         ","2         ","3         ","3         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","39.99     ","39.99          ","F24   ","F24        "
"817       ","PINE                                              ","ST         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.99     ","59.99          ","F24   ","F24        "
"819       ","EVERGLADE                                         ","ST         ","3         ","0         ","2         ","1         ","1         ","1         ","0         ","3         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","53.99     ","53.99          ","F24   ","F24        "
"823       ","BLACK                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.99     ","89.99          ","F24   ","F24        "
"824       ","BLACK                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","67.99     ","67.99          ","F24   ","F24        "
"824       ","OCEAN                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","67.99     ","67.99          ","F24   ","F24        "
"826       ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","F24   ","F24        "
"826       ","MIDNIGHT                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.98     ","79.98          ","F24   ","F24        "
"827       ","COBALT                                            ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.99     ","93.99          ","F24   ","F24        "
"828       ","ROYAL                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","63.99     ","63.99          ","F24   ","F24        "
"828       ","AUBERGINE                                         ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","63.99     ","63.99          ","F24   ","F24        "
"829       ","ROYAL                                             ","AL         ","2         ","4         ","2         ","4         ","3         ","3         ","1         ","0         ","0         ","0         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","39.99     ","39.99          ","F24   ","F24        "
"837       ","LIGHT ORCHID                                      ","AL         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","47.99     ","47.99          ","F24   ","F24        "
"842       ","BLACK CHERRY                                      ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","67.99     ","67.99          ","F24   ","F24        "
"843       ","BLACK                                             ","ST         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","57.99     ","57.99          ","F24   ","F24        "
"844       ","BLACK                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","2         ","1         ","2         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","47.99     ","47.99          ","F24   ","F24        "
"845       ","BLACK                                             ","ST         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","1         ","2         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","63.99     ","63.99          ","F24   ","F24        "
"846       ","BLACK                                             ","ST         ","0         ","1         ","0         ","2         ","2         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","47.99     ","47.99          ","F24   ","F24        "
"847       ","BLACK                                             ","ST         ","0         ","0         ","0         ","0         ","1         ","2         ","2         ","2         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","47.99     ","47.99          ","F24   ","F24        "
"848       ","BLACK                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.99     ","79.99          ","F24   ","F24        "
"850       ","LILAC-PINK                                        ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","424   ","F24        "
"850       ","IVORY-BLACK                                       ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","424   ","F24        "
"850       ","IVORY-PINK                                        ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.99     ","99.99          ","424   ","F24        "
"2000      ","DIAMOND WHITE                                     ","AL         ","1         ","0         ","0         ","1         ","1         ","0         ","1         ","2         ","0         ","1         ","2         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","150.00    ","150.00         ","F24   ","F24        "
"2001      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","3         ","0         ","0         ","2         ","1         ","0         ","0         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","145.00    ","145.00         ","F24   ","F24        "
"2002      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","1         ","0         ","1         ","2         ","1         ","2         ","1         ","2         ","2         ","2         ","2         ","0         ","0         ","0         ","0         ","0         ","145.00    ","145.00         ","F24   ","F24        "
"2003      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","3         ","2         ","2         ","1         ","1         ","2         ","2         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","145.00    ","145.00         ","F24   ","F24        "
"2005      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","3         ","2         ","1         ","2         ","2         ","1         ","2         ","1         ","2         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","150.00    ","150.00         ","F24   ","F24        "
"2006      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","1         ","2         ","2         ","1         ","1         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","140.00    ","140.00         ","F24   ","F24        "
"2007      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","145.00    ","145.00         ","F24   ","F24        "
"2008      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","150.00    ","150.00         ","F24   ","F24        "
"2009      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","1         ","0         ","1         ","2         ","1         ","1         ","2         ","1         ","1         ","1         ","2         ","2         ","0         ","0         ","0         ","0         ","145.00    ","145.00         ","F24   ","F24        "
"2012      ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","150.00    ","150.00         ","F24   ","F24        "
