"STYLE#    ","COLOR                                             ","GROUP ALIKE","OOO       ","OO        ","0         ","2         ","4         ","6         ","8         ","10        ","12        ","14        ","16        ","18        ","20        ","22        ","24        ","26        ","28        ","30        ","32        ","LIST PRICE","ORIG LIST PRICE","SEASON","CURR SEASON"
"60905     ","DIAMOND WHITE                                     ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","159.20    ","199.00         ","S21   ","S22        "
"60937     ","MAGIC OPAL                                        ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","131.20    ","164.00         ","S21   ","S23        "
"60990     ","SILVER                                            ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","244.00         ","S21   ","S22        "
"61085     ","GREY                                              ","BG         ","0         ","0         ","0         ","1         ","0         ","0         ","2         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.32     ","244.00         ","S22   ","S23        "
"61095     ","DIAMOND WHITE                                     ","BG         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","275.20    ","344.00         ","S22   ","S23        "
"61106     ","MADEMOISELLE-LIGHT SILVER                         ","BG         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","191.40    ","319.00         ","S22   ","S22        "
"61107     ","IVORY-CASHMERE ROSE                               ","BG         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","199.20    ","384.00         ","S22   ","F22        "
"61151     ","GLACIER BLUE                                      ","FF         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","244.00         ","S22   ","S22        "
"61158     ","TIGER LILY SOLID                                  ","FF         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","199.00         ","S22   ","S22        "
"61161     ","CHARCOAL                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","158.00         ","S22   ","S22        "
"61283     ","MAUVE                                             ","FF         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","159.00         ","F22   ","S23        "
"61330     ","DRAGON SCALE                                      ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.00     ","214.00         ","S23   ","S23        "
"61330     ","MAGIC OPAL                                        ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.00     ","214.00         ","S23   ","S23        "
"61334     ","NEON PINK                                         ","ST         ","0         ","0         ","0         ","0         ","1         ","1         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","29.99     ","184.00         ","S23   ","S23        "
"61374     ","MAGIC OPAL                                        ","ST         ","0         ","0         ","0         ","3         ","3         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","29.99     ","214.00         ","S23   ","S23        "
"61376     ","SILVER                                            ","ST         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.99     ","174.00         ","S23   ","S23        "
"61377     ","FRENCH BLUE                                       ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.50     ","199.00         ","S23   ","S23        "
"61378     ","SILVER                                            ","ST         ","0         ","1         ","0         ","2         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.00     ","159.00         ","S23   ","S23        "
"61433     ","HOT PINK                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","79.50     ","159.00         ","S23   ","S23        "
"61460     ","HOT PINK                                          ","FY         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","64.00     ","159.00         ","S23   ","S23        "
"61484     ","UNICORN (VIOLET)                                  ","FY         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","159.00         ","S24   ","S24        "
"61485     ","NEON PINK                                         ","ST         ","0         ","3         ","1         ","3         ","3         ","2         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","159.00         ","S24   ","S24        "
"61486     ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","110.40    ","184.00         ","S24   ","S24        "
"61486     ","NEON PINK                                         ","ST         ","0         ","0         ","1         ","2         ","0         ","2         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","110.40    ","184.00         ","S24   ","S24        "
"61492     ","EMERALD                                           ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","98.40     ","164.00         ","S24   ","S24        "
"61492     ","NEON MAGENTA                                      ","ST         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","98.40     ","164.00         ","S24   ","S24        "
"61573     ","ROYAL                                             ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","179.20    ","239.00         ","S24   ","S24        "
"61579     ","HONEY                                             ","ME         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.50     ","244.00         ","S24   ","S24        "
"61618     ","HOT PINK                                          ","FF         ","0         ","0         ","2         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","134.40    ","229.00         ","S24   ","S24        "
"61618     ","OCEAN                                             ","FF         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","134.40    ","229.00         ","S24   ","S24        "
"61658     ","LILAC                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","147.20    ","184.00         ","S24   ","S24        "
"61658     ","CERULEAN BLUE                                     ","ST         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","147.20    ","184.00         ","S24   ","S24        "
"61677     ","RED                                               ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","135.20    ","169.00         ","S24   ","S24        "
"61677     ","ROYAL                                             ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","135.20    ","169.00         ","S24   ","S24        "
"61689     ","BLACK-ORANGE                                      ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.99     ","234.00         ","S24   ","S24        "
"61689     ","BLUE GREEN-MULTI                                  ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.99     ","234.00         ","S24   ","S24        "
"61734     ","FRENCH BLUE                                       ","ST         ","4         ","2         ","3         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","107.00    ","214.00         ","S25   ","S25        "
"61734     ","PINK-MULTI                                        ","ST         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","107.00    ","214.00         ","S25   ","S25        "
"61747     ","ROYAL                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","174.00         ","S25   ","S25        "
"61747     ","AUBERGINE                                         ","ST         ","0         ","2         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","174.00         ","S25   ","S25        "
"61749     ","LIGHT BLUE                                        ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.34    ","234.00         ","S25   ","S25        "
"61749     ","ICE LILAC                                         ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.34    ","234.00         ","S25   ","S25        "
"61753     ","BLUE-WHITE                                        ","AL         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","174.30    ","249.00         ","S25   ","S25        "
"61753     ","PINK-WHITE                                        ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","174.30    ","249.00         ","S25   ","S25        "
"61755     ","BARBIE PINK                                       ","FF         ","0         ","0         ","2         ","0         ","0         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","269.00    ","269.00         ","S25   ","S25        "
"61768     ","ROSEWOOD                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","94.50     ","189.00         ","S25   ","S25        "
"61778     ","PEWTER                                            ","ST         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","174.00         ","S25   ","S25        "
"61784     ","FUCHSIA/BLACK                                     ","ST         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","164.00         ","S25   ","S25        "
"61784     ","GUNMETAL                                          ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","164.00         ","S25   ","S25        "
"61785     ","ROYAL                                             ","ST         ","1         ","2         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","62.73     ","164.00         ","S25   ","S25        "
"61796     ","ROYAL                                             ","ST         ","0         ","0         ","0         ","2         ","0         ","2         ","2         ","3         ","2         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","174.00    ","229.00         ","S25   ","S25        "
"61796     ","NAVY                                              ","ST         ","0         ","0         ","1         ","0         ","0         ","3         ","1         ","3         ","2         ","1         ","1         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","174.00    ","229.00         ","S25   ","S25        "
"61796     ","FOREST GREEN                                      ","ST         ","0         ","0         ","0         ","0         ","0         ","3         ","1         ","2         ","0         ","3         ","4         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","174.00    ","229.00         ","S25   ","S25        "
"61804     ","BLACK-GOLD                                        ","AL         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","164.00         ","S25   ","S25        "
"61810     ","ORANGE MULTI                                      ","ME         ","0         ","0         ","2         ","2         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","149.50    ","299.00         ","S25   ","S25        "
"61820     ","RED                                               ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.86     ","214.00         ","S25   ","S25        "
"61820     ","PURPLE                                            ","FF         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.86     ","214.00         ","S25   ","S25        "
"61832     ","LIGHT PERIWINKLE                                  ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.50     ","199.00         ","S25   ","S25        "
"61832     ","FRENCH BLUE                                       ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","99.50     ","199.00         ","S25   ","S25        "
"61849     ","BARBIE PINK-SILVER                                ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","174.00         ","S25   ","S25        "
"61854     ","NEON PURPLE-PINK                                  ","ME         ","0         ","0         ","0         ","0         ","3         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","144.84    ","284.00         ","S25   ","S25        "
"61856     ","BARBIE PINK                                       ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","179.00         ","S25   ","S25        "
"61860     ","HOT FUCHSIA                                       ","ST         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","174.00         ","S25   ","S25        "
"61862     ","LILAC                                             ","FF         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","2         ","0         ","2         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","114.24    ","224.00         ","S25   ","S25        "
"61863     ","RED                                               ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","139.30    ","199.00         ","S25   ","S25        "
"61863     ","LIGHT PERIWINKLE                                  ","ST         ","0         ","2         ","0         ","0         ","6         ","7         ","3         ","8         ","3         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","139.30    ","199.00         ","S25   ","S25        "
"61867     ","GLACIER BLUE                                      ","ME         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","167.79    ","329.00         ","S25   ","S25        "
"61868     ","IVORY/BLUE                                        ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.32    ","249.00         ","S25   ","S25        "
"61875     ","RASPBERRY                                         ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","164.00         ","S25   ","S25        "
"61875     ","LAGOON BLUE                                       ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","164.00         ","S25   ","S25        "
"61876     ","HOT PINK                                          ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","124.50    ","249.00         ","S25   ","S25        "
"61877     ","ROYAL/TURQUOISE                                   ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","124.50    ","249.00         ","S25   ","S25        "
"61880     ","EMERALD                                           ","FF         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","126.99    ","249.00         ","S25   ","S25        "
"61880     ","ELECTRIC FUCHSIA                                  ","FF         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","126.99    ","249.00         ","S25   ","S25        "
"61882     ","BARBIE PINK                                       ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","179.00         ","S25   ","S25        "
"61882     ","SANTORINI BLUE                                    ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","179.00         ","S25   ","S25        "
"61891     ","BLACK PLUM                                        ","AL         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","167.79    ","329.00         ","S25   ","S25        "
"61905     ","IVORY-MULTI                                       ","ST         ","0         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","133.49    ","349.00         ","S25   ","S25        "
"61918     ","IVORY-MULTI                                       ","ST         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","125.84    ","329.00         ","S25   ","S25        "
"61918     ","IVORY/BLUE                                        ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","125.84    ","329.00         ","S25   ","S25        "
"61923     ","BLACK                                             ","AL         ","1         ","1         ","0         ","2         ","2         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","149.00         ","S25   ","S25        "
"61923     ","FUCHSIA                                           ","AL         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","149.00         ","S25   ","S25        "
"61930     ","HOT PINK                                          ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.99     ","199.00         ","S25   ","S25        "
"61934     ","MIDNIGHT                                          ","HL         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","219.00         ","S25   ","S25        "
"61935     ","HOT PINK                                          ","AL         ","1         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","269.00         ","S25   ","S25        "
"61950     ","BLACK                                             ","FF         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","164.00    ","164.00         ","S25   ","S25        "
"61950     ","EMERALD                                           ","FF         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","164.00    ","164.00         ","S25   ","S25        "
"61971     ","CHAMPAGNE                                         ","BG         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","214.50    ","429.00         ","S25   ","S25        "
"61975     ","BARBIE OPAL                                       ","ST         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.63     ","239.00         ","S25   ","S25        "
"61975     ","BLACK-GOLD                                        ","ST         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.63     ","239.00         ","S25   ","S25        "
"61976     ","MIDNIGHT                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","126.99    ","249.00         ","S25   ","S25        "
"61979     ","ROYAL/MOCHA                                       ","ST         ","0         ","0         ","0         ","0         ","1         ","2         ","2         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","121.89    ","239.00         ","S25   ","S25        "
"61979     ","BLACK/MOCHA                                       ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","121.89    ","239.00         ","S25   ","S25        "
"84000     ","GOLD                                              ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84001     ","IVORY                                             ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.50     ","99.00          ","F23   ","F23        "
"84001     ","LIME                                              ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.50     ","99.00          ","F23   ","F23        "
"84001     ","CHAMPAGNE                                         ","ST         ","0         ","10        ","6         ","8         ","10        ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.50     ","99.00          ","F23   ","F23        "
"84003     ","IVORY-GOLD                                        ","ST         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","FOREST-GOLD                                       ","ST         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","BARBIE PINK-GOLD                                  ","ST         ","0         ","2         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","BRIGHT ORANGE-GOLD                                ","ST         ","1         ","2         ","2         ","2         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","BLACK-GOLD                                        ","ST         ","1         ","2         ","1         ","3         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","GRAPE                                             ","ST         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","RED-GOLD                                          ","ST         ","0         ","0         ","1         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84003     ","BRIGHT ORANGE                                     ","ST         ","0         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","S23   ","S23        "
"84005     ","LIGHT ORCHID-DIAMOND WHITE                        ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","73.44     ","144.00         ","F23   ","F23        "
"84006     ","PINK CORAL                                        ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84007     ","MIDNIGHT                                          ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84007     ","PERIWINKLE-SILVER                                 ","ST         ","0         ","0         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84009     ","BLACK                                             ","ST         ","0         ","0         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84009     ","JADE                                              ","ST         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84009     ","PINK CORAL                                        ","ST         ","0         ","0         ","0         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84009     ","BLUE CORAL                                        ","ST         ","0         ","1         ","0         ","1         ","1         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
